noun_id,page_index,category,category_name,head,reason,file,classification_method
"431","1541","B05-MEC","Machine","head-ufo","代表画像を目視確認した主要頭部モチーフ: ufo","B05-MEC__Machine/noun-0431__head-ufo.png","visual audit of representative image for each of 258 head types"
"430","1542","B02-FAU","Fauna","head-aardvark","代表画像を目視確認した主要頭部モチーフ: aardvark","B02-FAU__Fauna/noun-0430__head-aardvark.png","visual audit of representative image for each of 258 head types"
"429","1543","B06-OBJ","Artifact & Architecture","head-paperclip","代表画像を目視確認した主要頭部モチーフ: paperclip","B06-OBJ__Artifact_&_Architecture/noun-0429__head-paperclip.png","visual audit of representative image for each of 258 head types"
"428","1544","B05-MEC","Machine","head-plane","代表画像を目視確認した主要頭部モチーフ: plane","B05-MEC__Machine/noun-0428__head-plane.png","visual audit of representative image for each of 258 head types"
"427","1545","B06-OBJ","Artifact & Architecture","head-pill","代表画像を目視確認した主要頭部モチーフ: pill","B06-OBJ__Artifact_&_Architecture/noun-0427__head-pill.png","visual audit of representative image for each of 258 head types"
"426","1546","B03-FLO","Flora & Fungi","head-clover","代表画像を目視確認した主要頭部モチーフ: clover","B03-FLO__Flora_&_Fungi/noun-0426__head-clover.png","visual audit of representative image for each of 258 head types"
"425","1547","B04-CUL","Culinary","head-banana","代表画像を目視確認した主要頭部モチーフ: banana","B04-CUL__Culinary/noun-0425__head-banana.png","visual audit of representative image for each of 258 head types"
"424","1548","B05-MEC","Machine","head-microwave","代表画像を目視確認した主要頭部モチーフ: microwave","B05-MEC__Machine/noun-0424__head-microwave.png","visual audit of representative image for each of 258 head types"
"423","1549","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-0423__head-cat.png","visual audit of representative image for each of 258 head types"
"422","1550","B03-FLO","Flora & Fungi","head-weed","代表画像を目視確認した主要頭部モチーフ: weed","B03-FLO__Flora_&_Fungi/noun-0422__head-weed.png","visual audit of representative image for each of 258 head types"
"421","1551","B06-OBJ","Artifact & Architecture","head-hockeypuck","代表画像を目視確認した主要頭部モチーフ: hockeypuck","B06-OBJ__Artifact_&_Architecture/noun-0421__head-hockeypuck.png","visual audit of representative image for each of 258 head types"
"420","1552","B02-FAU","Fauna","head-whale-alive","代表画像を目視確認した主要頭部モチーフ: whale-alive","B02-FAU__Fauna/noun-0420__head-whale-alive.png","visual audit of representative image for each of 258 head types"
"419","1553","B09-ECH","Secret Echo","head-maze","代表画像を目視確認した主要頭部モチーフ: maze","B09-ECH__Secret_Echo/noun-0419__head-maze.png","visual audit of representative image for each of 258 head types"
"418","1554","B02-FAU","Fauna","head-chicken","代表画像を目視確認した主要頭部モチーフ: chicken","B02-FAU__Fauna/noun-0418__head-chicken.png","visual audit of representative image for each of 258 head types"
"417","1555","B04-CUL","Culinary","head-onion","代表画像を目視確認した主要頭部モチーフ: onion","B04-CUL__Culinary/noun-0417__head-onion.png","visual audit of representative image for each of 258 head types"
"416","1556","B06-OBJ","Artifact & Architecture","head-pillow","代表画像を目視確認した主要頭部モチーフ: pillow","B06-OBJ__Artifact_&_Architecture/noun-0416__head-pillow.png","visual audit of representative image for each of 258 head types"
"415","1557","B04-CUL","Culinary","head-taco-classic","代表画像を目視確認した主要頭部モチーフ: taco-classic","B04-CUL__Culinary/noun-0415__head-taco-classic.png","visual audit of representative image for each of 258 head types"
"414","1558","B06-OBJ","Artifact & Architecture","head-firehydrant","代表画像を目視確認した主要頭部モチーフ: firehydrant","B06-OBJ__Artifact_&_Architecture/noun-0414__head-firehydrant.png","visual audit of representative image for each of 258 head types"
"413","1559","B02-FAU","Fauna","head-mosquito","代表画像を目視確認した主要頭部モチーフ: mosquito","B02-FAU__Fauna/noun-0413__head-mosquito.png","visual audit of representative image for each of 258 head types"
"412","1560","B06-OBJ","Artifact & Architecture","head-bank","代表画像を目視確認した主要頭部モチーフ: bank","B06-OBJ__Artifact_&_Architecture/noun-0412__head-bank.png","visual audit of representative image for each of 258 head types"
"411","1561","B02-FAU","Fauna","head-unicorn","代表画像を目視確認した主要頭部モチーフ: unicorn","B02-FAU__Fauna/noun-0411__head-unicorn.png","visual audit of representative image for each of 258 head types"
"410","1562","B06-OBJ","Artifact & Architecture","head-couch","代表画像を目視確認した主要頭部モチーフ: couch","B06-OBJ__Artifact_&_Architecture/noun-0410__head-couch.png","visual audit of representative image for each of 258 head types"
"409","1563","B04-CUL","Culinary","head-nigiri","代表画像を目視確認した主要頭部モチーフ: nigiri","B04-CUL__Culinary/noun-0409__head-nigiri.png","visual audit of representative image for each of 258 head types"
"408","1564","B06-OBJ","Artifact & Architecture","head-trashcan","代表画像を目視確認した主要頭部モチーフ: trashcan","B06-OBJ__Artifact_&_Architecture/noun-0408__head-trashcan.png","visual audit of representative image for each of 258 head types"
"407","1565","B06-OBJ","Artifact & Architecture","head-paperclip","代表画像を目視確認した主要頭部モチーフ: paperclip","B06-OBJ__Artifact_&_Architecture/noun-0407__head-paperclip.png","visual audit of representative image for each of 258 head types"
"406","1566","B06-OBJ","Artifact & Architecture","head-couch","代表画像を目視確認した主要頭部モチーフ: couch","B06-OBJ__Artifact_&_Architecture/noun-0406__head-couch.png","visual audit of representative image for each of 258 head types"
"405","1567","B05-MEC","Machine","head-vending-machine","代表画像を目視確認した主要頭部モチーフ: vending-machine","B05-MEC__Machine/noun-0405__head-vending-machine.png","visual audit of representative image for each of 258 head types"
"404","1568","B01-HUM","Humanoid","head-gnome","代表画像を目視確認した主要頭部モチーフ: gnome","B01-HUM__Humanoid/noun-0404__head-gnome.png","visual audit of representative image for each of 258 head types"
"403","1569","B06-OBJ","Artifact & Architecture","head-wine-barrel","代表画像を目視確認した主要頭部モチーフ: wine-barrel","B06-OBJ__Artifact_&_Architecture/noun-0403__head-wine-barrel.png","visual audit of representative image for each of 258 head types"
"402","1570","B06-OBJ","Artifact & Architecture","head-glasses-big","代表画像を目視確認した主要頭部モチーフ: glasses-big","B06-OBJ__Artifact_&_Architecture/noun-0402__head-glasses-big.png","visual audit of representative image for each of 258 head types"
"401","1571","B05-MEC","Machine","head-boombox","代表画像を目視確認した主要頭部モチーフ: boombox","B05-MEC__Machine/noun-0401__head-boombox.png","visual audit of representative image for each of 258 head types"
"400","1572","B06-OBJ","Artifact & Architecture","head-watch","代表画像を目視確認した主要頭部モチーフ: watch","B06-OBJ__Artifact_&_Architecture/noun-0400__head-watch.png","visual audit of representative image for each of 258 head types"
"399","1573","B02-FAU","Fauna","head-fox","代表画像を目視確認した主要頭部モチーフ: fox","B02-FAU__Fauna/noun-0399__head-fox.png","visual audit of representative image for each of 258 head types"
"398","1574","B08-NAT","Nature & Element","head-volcano","代表画像を目視確認した主要頭部モチーフ: volcano","B08-NAT__Nature_&_Element/noun-0398__head-volcano.png","visual audit of representative image for each of 258 head types"
"397","1575","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-0397__head-saturn.png","visual audit of representative image for each of 258 head types"
"396","1576","B02-FAU","Fauna","head-croc-hat","代表画像を目視確認した主要頭部モチーフ: croc-hat","B02-FAU__Fauna/noun-0396__head-croc-hat.png","visual audit of representative image for each of 258 head types"
"395","1577","B06-OBJ","Artifact & Architecture","head-baseball-gameball","代表画像を目視確認した主要頭部モチーフ: baseball-gameball","B06-OBJ__Artifact_&_Architecture/noun-0395__head-baseball-gameball.png","visual audit of representative image for each of 258 head types"
"394","1578","B05-MEC","Machine","head-cash-register","代表画像を目視確認した主要頭部モチーフ: cash-register","B05-MEC__Machine/noun-0394__head-cash-register.png","visual audit of representative image for each of 258 head types"
"393","1579","B03-FLO","Flora & Fungi","head-bonsai","代表画像を目視確認した主要頭部モチーフ: bonsai","B03-FLO__Flora_&_Fungi/noun-0393__head-bonsai.png","visual audit of representative image for each of 258 head types"
"392","1580","B04-CUL","Culinary","head-burger-dollarmenu","代表画像を目視確認した主要頭部モチーフ: burger-dollarmenu","B04-CUL__Culinary/noun-0392__head-burger-dollarmenu.png","visual audit of representative image for each of 258 head types"
"391","1581","B01-HUM","Humanoid","head-gnome","代表画像を目視確認した主要頭部モチーフ: gnome","B01-HUM__Humanoid/noun-0391__head-gnome.png","visual audit of representative image for each of 258 head types"
"390","1582","B02-FAU","Fauna","head-moose","代表画像を目視確認した主要頭部モチーフ: moose","B02-FAU__Fauna/noun-0390__head-moose.png","visual audit of representative image for each of 258 head types"
"389","1583","B02-FAU","Fauna","head-flamingo","代表画像を目視確認した主要頭部モチーフ: flamingo","B02-FAU__Fauna/noun-0389__head-flamingo.png","visual audit of representative image for each of 258 head types"
"388","1584","B05-MEC","Machine","head-bomb","代表画像を目視確認した主要頭部モチーフ: bomb","B05-MEC__Machine/noun-0388__head-bomb.png","visual audit of representative image for each of 258 head types"
"387","1585","B02-FAU","Fauna","head-bear","代表画像を目視確認した主要頭部モチーフ: bear","B02-FAU__Fauna/noun-0387__head-bear.png","visual audit of representative image for each of 258 head types"
"386","1586","B02-FAU","Fauna","head-unicorn","代表画像を目視確認した主要頭部モチーフ: unicorn","B02-FAU__Fauna/noun-0386__head-unicorn.png","visual audit of representative image for each of 258 head types"
"385","1587","B02-FAU","Fauna","head-ape","代表画像を目視確認した主要頭部モチーフ: ape","B02-FAU__Fauna/noun-0385__head-ape.png","visual audit of representative image for each of 258 head types"
"384","1588","B08-NAT","Nature & Element","head-moon","代表画像を目視確認した主要頭部モチーフ: moon","B08-NAT__Nature_&_Element/noun-0384__head-moon.png","visual audit of representative image for each of 258 head types"
"383","1589","B02-FAU","Fauna","head-panda","代表画像を目視確認した主要頭部モチーフ: panda","B02-FAU__Fauna/noun-0383__head-panda.png","visual audit of representative image for each of 258 head types"
"382","1590","B02-FAU","Fauna","head-crab","代表画像を目視確認した主要頭部モチーフ: crab","B02-FAU__Fauna/noun-0382__head-crab.png","visual audit of representative image for each of 258 head types"
"381","1591","B05-MEC","Machine","head-sailboat","代表画像を目視確認した主要頭部モチーフ: sailboat","B05-MEC__Machine/noun-0381__head-sailboat.png","visual audit of representative image for each of 258 head types"
"380","1592","B02-FAU","Fauna","head-aardvark","代表画像を目視確認した主要頭部モチーフ: aardvark","B02-FAU__Fauna/noun-0380__head-aardvark.png","visual audit of representative image for each of 258 head types"
"379","1593","B10-ANO","Secret Anomaly","head-skeleton-hat","代表画像を目視確認した主要頭部モチーフ: skeleton-hat","B10-ANO__Secret_Anomaly/noun-0379__head-skeleton-hat.png","visual audit of representative image for each of 258 head types"
"378","1594","B02-FAU","Fauna","head-fox","代表画像を目視確認した主要頭部モチーフ: fox","B02-FAU__Fauna/noun-0378__head-fox.png","visual audit of representative image for each of 258 head types"
"377","1595","B02-FAU","Fauna","head-frog","代表画像を目視確認した主要頭部モチーフ: frog","B02-FAU__Fauna/noun-0377__head-frog.png","visual audit of representative image for each of 258 head types"
"376","1596","B05-MEC","Machine","head-skateboard","代表画像を目視確認した主要頭部モチーフ: skateboard","B05-MEC__Machine/noun-0376__head-skateboard.png","visual audit of representative image for each of 258 head types"
"375","1597","B05-MEC","Machine","head-console-handheld","代表画像を目視確認した主要頭部モチーフ: console-handheld","B05-MEC__Machine/noun-0375__head-console-handheld.png","visual audit of representative image for each of 258 head types"
"374","1598","B02-FAU","Fauna","head-dino","代表画像を目視確認した主要頭部モチーフ: dino","B02-FAU__Fauna/noun-0374__head-dino.png","visual audit of representative image for each of 258 head types"
"373","1599","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-0373__head-cat.png","visual audit of representative image for each of 258 head types"
"372","1600","B09-ECH","Secret Echo","head-void","代表画像を目視確認した主要頭部モチーフ: void","B09-ECH__Secret_Echo/noun-0372__head-void.png","visual audit of representative image for each of 258 head types"
"371","1601","B09-ECH","Secret Echo","head-void","代表画像を目視確認した主要頭部モチーフ: void","B09-ECH__Secret_Echo/noun-0371__head-void.png","visual audit of representative image for each of 258 head types"
"370","1602","B09-ECH","Secret Echo","head-void","代表画像を目視確認した主要頭部モチーフ: void","B09-ECH__Secret_Echo/noun-0370__head-void.png","visual audit of representative image for each of 258 head types"
"369","1603","B06-OBJ","Artifact & Architecture","head-bagpipe","代表画像を目視確認した主要頭部モチーフ: bagpipe","B06-OBJ__Artifact_&_Architecture/noun-0369__head-bagpipe.png","visual audit of representative image for each of 258 head types"
"368","1604","B02-FAU","Fauna","head-oyster","代表画像を目視確認した主要頭部モチーフ: oyster","B02-FAU__Fauna/noun-0368__head-oyster.png","visual audit of representative image for each of 258 head types"
"367","1605","B05-MEC","Machine","head-robot","代表画像を目視確認した主要頭部モチーフ: robot","B05-MEC__Machine/noun-0367__head-robot.png","visual audit of representative image for each of 258 head types"
"366","1606","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-0366__head-saturn.png","visual audit of representative image for each of 258 head types"
"365","1607","B03-FLO","Flora & Fungi","head-mushroom","代表画像を目視確認した主要頭部モチーフ: mushroom","B03-FLO__Flora_&_Fungi/noun-0365__head-mushroom.png","visual audit of representative image for each of 258 head types"
"364","1608","B06-OBJ","Artifact & Architecture","head-film-strip","代表画像を目視確認した主要頭部モチーフ: film-strip","B06-OBJ__Artifact_&_Architecture/noun-0364__head-film-strip.png","visual audit of representative image for each of 258 head types"
"363","1609","B05-MEC","Machine","head-chainsaw","代表画像を目視確認した主要頭部モチーフ: chainsaw","B05-MEC__Machine/noun-0363__head-chainsaw.png","visual audit of representative image for each of 258 head types"
"362","1610","B05-MEC","Machine","head-mixer","代表画像を目視確認した主要頭部モチーフ: mixer","B05-MEC__Machine/noun-0362__head-mixer.png","visual audit of representative image for each of 258 head types"
"361","1611","B02-FAU","Fauna","head-mouse","代表画像を目視確認した主要頭部モチーフ: mouse","B02-FAU__Fauna/noun-0361__head-mouse.png","visual audit of representative image for each of 258 head types"
"360","1612","B06-OBJ","Artifact & Architecture","head-weight","代表画像を目視確認した主要頭部モチーフ: weight","B06-OBJ__Artifact_&_Architecture/noun-0360__head-weight.png","visual audit of representative image for each of 258 head types"
"359","1613","B02-FAU","Fauna","head-moose","代表画像を目視確認した主要頭部モチーフ: moose","B02-FAU__Fauna/noun-0359__head-moose.png","visual audit of representative image for each of 258 head types"
"358","1614","B05-MEC","Machine","head-skateboard","代表画像を目視確認した主要頭部モチーフ: skateboard","B05-MEC__Machine/noun-0358__head-skateboard.png","visual audit of representative image for each of 258 head types"
"357","1615","B04-CUL","Culinary","head-beer","代表画像を目視確認した主要頭部モチーフ: beer","B04-CUL__Culinary/noun-0357__head-beer.png","visual audit of representative image for each of 258 head types"
"356","1616","B08-NAT","Nature & Element","head-lightning-bolt","代表画像を目視確認した主要頭部モチーフ: lightning-bolt","B08-NAT__Nature_&_Element/noun-0356__head-lightning-bolt.png","visual audit of representative image for each of 258 head types"
"355","1617","B05-MEC","Machine","head-laptop","代表画像を目視確認した主要頭部モチーフ: laptop","B05-MEC__Machine/noun-0355__head-laptop.png","visual audit of representative image for each of 258 head types"
"354","1618","B03-FLO","Flora & Fungi","head-weed","代表画像を目視確認した主要頭部モチーフ: weed","B03-FLO__Flora_&_Fungi/noun-0354__head-weed.png","visual audit of representative image for each of 258 head types"
"353","1619","B04-CUL","Culinary","head-watermelon","代表画像を目視確認した主要頭部モチーフ: watermelon","B04-CUL__Culinary/noun-0353__head-watermelon.png","visual audit of representative image for each of 258 head types"
"352","1620","B02-FAU","Fauna","head-duck","代表画像を目視確認した主要頭部モチーフ: duck","B02-FAU__Fauna/noun-0352__head-duck.png","visual audit of representative image for each of 258 head types"
"351","1621","B08-NAT","Nature & Element","head-volcano","代表画像を目視確認した主要頭部モチーフ: volcano","B08-NAT__Nature_&_Element/noun-0351__head-volcano.png","visual audit of representative image for each of 258 head types"
"350","1622","B01-HUM","Humanoid","head-hair","代表画像を目視確認した主要頭部モチーフ: hair","B01-HUM__Humanoid/noun-0350__head-hair.png","visual audit of representative image for each of 258 head types"
"349","1623","B04-CUL","Culinary","head-taco-classic","代表画像を目視確認した主要頭部モチーフ: taco-classic","B04-CUL__Culinary/noun-0349__head-taco-classic.png","visual audit of representative image for each of 258 head types"
"348","1624","B05-MEC","Machine","head-turing","代表画像を目視確認した主要頭部モチーフ: turing","B05-MEC__Machine/noun-0348__head-turing.png","visual audit of representative image for each of 258 head types"
"347","1625","B02-FAU","Fauna","head-shark","代表画像を目視確認した主要頭部モチーフ: shark","B02-FAU__Fauna/noun-0347__head-shark.png","visual audit of representative image for each of 258 head types"
"346","1626","B08-NAT","Nature & Element","head-saturn","代表画像を目視確認した主要頭部モチーフ: saturn","B08-NAT__Nature_&_Element/noun-0346__head-saturn.png","visual audit of representative image for each of 258 head types"
"345","1627","B06-OBJ","Artifact & Architecture","head-boxingglove","代表画像を目視確認した主要頭部モチーフ: boxingglove","B06-OBJ__Artifact_&_Architecture/noun-0345__head-boxingglove.png","visual audit of representative image for each of 258 head types"
"344","1628","B02-FAU","Fauna","head-pufferfish","代表画像を目視確認した主要頭部モチーフ: pufferfish","B02-FAU__Fauna/noun-0344__head-pufferfish.png","visual audit of representative image for each of 258 head types"
"343","1629","B04-CUL","Culinary","head-chilli","代表画像を目視確認した主要頭部モチーフ: chilli","B04-CUL__Culinary/noun-0343__head-chilli.png","visual audit of representative image for each of 258 head types"
"342","1630","B06-OBJ","Artifact & Architecture","head-crown","代表画像を目視確認した主要頭部モチーフ: crown","B06-OBJ__Artifact_&_Architecture/noun-0342__head-crown.png","visual audit of representative image for each of 258 head types"
"341","1631","B06-OBJ","Artifact & Architecture","head-bag","代表画像を目視確認した主要頭部モチーフ: bag","B06-OBJ__Artifact_&_Architecture/noun-0341__head-bag.png","visual audit of representative image for each of 258 head types"
"340","1632","B04-CUL","Culinary","head-coffeebean","代表画像を目視確認した主要頭部モチーフ: coffeebean","B04-CUL__Culinary/noun-0340__head-coffeebean.png","visual audit of representative image for each of 258 head types"
"339","1633","B06-OBJ","Artifact & Architecture","head-ruler-triangular","代表画像を目視確認した主要頭部モチーフ: ruler-triangular","B06-OBJ__Artifact_&_Architecture/noun-0339__head-ruler-triangular.png","visual audit of representative image for each of 258 head types"
"338","1634","B02-FAU","Fauna","head-ape","代表画像を目視確認した主要頭部モチーフ: ape","B02-FAU__Fauna/noun-0338__head-ape.png","visual audit of representative image for each of 258 head types"
"337","1635","B02-FAU","Fauna","head-goat","代表画像を目視確認した主要頭部モチーフ: goat","B02-FAU__Fauna/noun-0337__head-goat.png","visual audit of representative image for each of 258 head types"
"336","1636","B06-OBJ","Artifact & Architecture","head-glasses-big","代表画像を目視確認した主要頭部モチーフ: glasses-big","B06-OBJ__Artifact_&_Architecture/noun-0336__head-glasses-big.png","visual audit of representative image for each of 258 head types"
"335","1637","B02-FAU","Fauna","head-croc-hat","代表画像を目視確認した主要頭部モチーフ: croc-hat","B02-FAU__Fauna/noun-0335__head-croc-hat.png","visual audit of representative image for each of 258 head types"
"334","1638","B08-NAT","Nature & Element","head-cloud","代表画像を目視確認した主要頭部モチーフ: cloud","B08-NAT__Nature_&_Element/noun-0334__head-cloud.png","visual audit of representative image for each of 258 head types"
"333","1639","B09-ECH","Secret Echo","head-chart-bars","代表画像を目視確認した主要頭部モチーフ: chart-bars","B09-ECH__Secret_Echo/noun-0333__head-chart-bars.png","visual audit of representative image for each of 258 head types"
"332","1640","B02-FAU","Fauna","head-zebra","代表画像を目視確認した主要頭部モチーフ: zebra","B02-FAU__Fauna/noun-0332__head-zebra.png","visual audit of representative image for each of 258 head types"
"331","1641","B05-MEC","Machine","head-cordlessphone","代表画像を目視確認した主要頭部モチーフ: cordlessphone","B05-MEC__Machine/noun-0331__head-cordlessphone.png","visual audit of representative image for each of 258 head types"
"330","1642","B06-OBJ","Artifact & Architecture","head-wizardhat","代表画像を目視確認した主要頭部モチーフ: wizardhat","B06-OBJ__Artifact_&_Architecture/noun-0330__head-wizardhat.png","visual audit of representative image for each of 258 head types"
"329","1643","B03-FLO","Flora & Fungi","head-mushroom","代表画像を目視確認した主要頭部モチーフ: mushroom","B03-FLO__Flora_&_Fungi/noun-0329__head-mushroom.png","visual audit of representative image for each of 258 head types"
"328","1644","B02-FAU","Fauna","head-frog","代表画像を目視確認した主要頭部モチーフ: frog","B02-FAU__Fauna/noun-0328__head-frog.png","visual audit of representative image for each of 258 head types"
"327","1645","B08-NAT","Nature & Element","head-moon","代表画像を目視確認した主要頭部モチーフ: moon","B08-NAT__Nature_&_Element/noun-0327__head-moon.png","visual audit of representative image for each of 258 head types"
"326","1646","B10-ANO","Secret Anomaly","head-skeleton-hat","代表画像を目視確認した主要頭部モチーフ: skeleton-hat","B10-ANO__Secret_Anomaly/noun-0326__head-skeleton-hat.png","visual audit of representative image for each of 258 head types"
"325","1647","B04-CUL","Culinary","head-onion","代表画像を目視確認した主要頭部モチーフ: onion","B04-CUL__Culinary/noun-0325__head-onion.png","visual audit of representative image for each of 258 head types"
"324","1648","B06-OBJ","Artifact & Architecture","head-crown","代表画像を目視確認した主要頭部モチーフ: crown","B06-OBJ__Artifact_&_Architecture/noun-0324__head-crown.png","visual audit of representative image for each of 258 head types"
"323","1649","B06-OBJ","Artifact & Architecture","head-vent","代表画像を目視確認した主要頭部モチーフ: vent","B06-OBJ__Artifact_&_Architecture/noun-0323__head-vent.png","visual audit of representative image for each of 258 head types"
"322","1650","B02-FAU","Fauna","head-cow","代表画像を目視確認した主要頭部モチーフ: cow","B02-FAU__Fauna/noun-0322__head-cow.png","visual audit of representative image for each of 258 head types"
"321","1651","B06-OBJ","Artifact & Architecture","head-hardhat","代表画像を目視確認した主要頭部モチーフ: hardhat","B06-OBJ__Artifact_&_Architecture/noun-0321__head-hardhat.png","visual audit of representative image for each of 258 head types"
"320","1652","B07-MAT","Material & Mineral","head-sponge","代表画像を目視確認した主要頭部モチーフ: sponge","B07-MAT__Material_&_Mineral/noun-0320__head-sponge.png","visual audit of representative image for each of 258 head types"
"319","1653","B08-NAT","Nature & Element","head-blackhole","代表画像を目視確認した主要頭部モチーフ: blackhole","B08-NAT__Nature_&_Element/noun-0319__head-blackhole.png","visual audit of representative image for each of 258 head types"
"318","1654","B06-OBJ","Artifact & Architecture","head-crown","代表画像を目視確認した主要頭部モチーフ: crown","B06-OBJ__Artifact_&_Architecture/noun-0318__head-crown.png","visual audit of representative image for each of 258 head types"
"317","1655","B06-OBJ","Artifact & Architecture","head-mirror","代表画像を目視確認した主要頭部モチーフ: mirror","B06-OBJ__Artifact_&_Architecture/noun-0317__head-mirror.png","visual audit of representative image for each of 258 head types"
"316","1656","B10-ANO","Secret Anomaly","head-skeleton-hat","代表画像を目視確認した主要頭部モチーフ: skeleton-hat","B10-ANO__Secret_Anomaly/noun-0316__head-skeleton-hat.png","visual audit of representative image for each of 258 head types"
"315","1657","B06-OBJ","Artifact & Architecture","head-wall","代表画像を目視確認した主要頭部モチーフ: wall","B06-OBJ__Artifact_&_Architecture/noun-0315__head-wall.png","visual audit of representative image for each of 258 head types"
"314","1658","B04-CUL","Culinary","head-pineapple","代表画像を目視確認した主要頭部モチーフ: pineapple","B04-CUL__Culinary/noun-0314__head-pineapple.png","visual audit of representative image for each of 258 head types"
"313","1659","B02-FAU","Fauna","head-rabbit","代表画像を目視確認した主要頭部モチーフ: rabbit","B02-FAU__Fauna/noun-0313__head-rabbit.png","visual audit of representative image for each of 258 head types"
"312","1660","B04-CUL","Culinary","head-taco-classic","代表画像を目視確認した主要頭部モチーフ: taco-classic","B04-CUL__Culinary/noun-0312__head-taco-classic.png","visual audit of representative image for each of 258 head types"
"311","1661","B02-FAU","Fauna","head-werewolf","代表画像を目視確認した主要頭部モチーフ: werewolf","B02-FAU__Fauna/noun-0311__head-werewolf.png","visual audit of representative image for each of 258 head types"
"310","1662","B06-OBJ","Artifact & Architecture","head-pencil-tip","代表画像を目視確認した主要頭部モチーフ: pencil-tip","B06-OBJ__Artifact_&_Architecture/noun-0310__head-pencil-tip.png","visual audit of representative image for each of 258 head types"
"309","1663","B05-MEC","Machine","head-robot","代表画像を目視確認した主要頭部モチーフ: robot","B05-MEC__Machine/noun-0309__head-robot.png","visual audit of representative image for each of 258 head types"
"308","1664","B08-NAT","Nature & Element","head-sunset","代表画像を目視確認した主要頭部モチーフ: sunset","B08-NAT__Nature_&_Element/noun-0308__head-sunset.png","visual audit of representative image for each of 258 head types"
"307","1665","B09-ECH","Secret Echo","head-void","代表画像を目視確認した主要頭部モチーフ: void","B09-ECH__Secret_Echo/noun-0307__head-void.png","visual audit of representative image for each of 258 head types"
"306","1666","B06-OBJ","Artifact & Architecture","head-dictionary","代表画像を目視確認した主要頭部モチーフ: dictionary","B06-OBJ__Artifact_&_Architecture/noun-0306__head-dictionary.png","visual audit of representative image for each of 258 head types"
"305","1667","B08-NAT","Nature & Element","head-mountain-snowcap","代表画像を目視確認した主要頭部モチーフ: mountain-snowcap","B08-NAT__Nature_&_Element/noun-0305__head-mountain-snowcap.png","visual audit of representative image for each of 258 head types"
"304","1668","B06-OBJ","Artifact & Architecture","head-clutch","代表画像を目視確認した主要頭部モチーフ: clutch","B06-OBJ__Artifact_&_Architecture/noun-0304__head-clutch.png","visual audit of representative image for each of 258 head types"
"303","1669","B02-FAU","Fauna","head-unicorn","代表画像を目視確認した主要頭部モチーフ: unicorn","B02-FAU__Fauna/noun-0303__head-unicorn.png","visual audit of representative image for each of 258 head types"
"302","1670","B02-FAU","Fauna","head-mouse","代表画像を目視確認した主要頭部モチーフ: mouse","B02-FAU__Fauna/noun-0302__head-mouse.png","visual audit of representative image for each of 258 head types"
"301","1671","B05-MEC","Machine","head-chipboard","代表画像を目視確認した主要頭部モチーフ: chipboard","B05-MEC__Machine/noun-0301__head-chipboard.png","visual audit of representative image for each of 258 head types"
"300","1672","B03-FLO","Flora & Fungi","head-bonsai","代表画像を目視確認した主要頭部モチーフ: bonsai","B03-FLO__Flora_&_Fungi/noun-0300__head-bonsai.png","visual audit of representative image for each of 258 head types"
"299","1673","B07-MAT","Material & Mineral","head-diamond-red","代表画像を目視確認した主要頭部モチーフ: diamond-red","B07-MAT__Material_&_Mineral/noun-0299__head-diamond-red.png","visual audit of representative image for each of 258 head types"
"298","1674","B10-ANO","Secret Anomaly","head-ghost-B","代表画像を目視確認した主要頭部モチーフ: ghost-B","B10-ANO__Secret_Anomaly/noun-0298__head-ghost-B.png","visual audit of representative image for each of 258 head types"
"297","1675","B06-OBJ","Artifact & Architecture","head-crown","代表画像を目視確認した主要頭部モチーフ: crown","B06-OBJ__Artifact_&_Architecture/noun-0297__head-crown.png","visual audit of representative image for each of 258 head types"
"296","1676","B07-MAT","Material & Mineral","head-diamond-blue","代表画像を目視確認した主要頭部モチーフ: diamond-blue","B07-MAT__Material_&_Mineral/noun-0296__head-diamond-blue.png","visual audit of representative image for each of 258 head types"
"295","1677","B02-FAU","Fauna","head-ducky","代表画像を目視確認した主要頭部モチーフ: ducky","B02-FAU__Fauna/noun-0295__head-ducky.png","visual audit of representative image for each of 258 head types"
"294","1678","B04-CUL","Culinary","head-icepop-b","代表画像を目視確認した主要頭部モチーフ: icepop-b","B04-CUL__Culinary/noun-0294__head-icepop-b.png","visual audit of representative image for each of 258 head types"
"293","1679","B06-OBJ","Artifact & Architecture","head-glasses-big","代表画像を目視確認した主要頭部モチーフ: glasses-big","B06-OBJ__Artifact_&_Architecture/noun-0293__head-glasses-big.png","visual audit of representative image for each of 258 head types"
"292","1680","B04-CUL","Culinary","head-pizza","代表画像を目視確認した主要頭部モチーフ: pizza","B04-CUL__Culinary/noun-0292__head-pizza.png","visual audit of representative image for each of 258 head types"
